label_id,label_name
732881,Super Rhythm Trax
399283,Argot (2)
9291,Running Back
65616,Aus Music
776908,Homage
776908,Homage
925964,Shall Not Fade
925964,Shall Not Fade
925964,Shall Not Fade
1723,Motown
2186,Jive
487198,Going Good
4331,Emcee Recordings
7899,System Recordings
821,Geffen Records
26126,EMI
111,Mo Wax
1717,Jungle Sky
344,31 Records
713785,Obonit
535,Subtitles
19190,Scarface Records
25386,Hyperdub
27031,Sire
1028828,Detroit Vinyl Room
1195822,was / is
10,Naked Music Recordings
45049,Subterraneous Records
25386,Hyperdub
3611,Jam Packed
5209,Bliss Productions
175200,Vision Records (4)
2182,Jasper Stone Trax
9685,PV
297,FFRR
9610,Fat Beats
7561,Wild Pitch Records
1866,Columbia
10,Naked Music Recordings
10,Naked Music Recordings
1216,Rawkus
10,Naked Music Recordings
1089886,Better Listen Records
980370,Hobo Camp
1089886,Better Listen Records
10,Naked Music Recordings
10,Naked Music Recordings
5115,Paisley Park
32865,Restricted Access
1709,Loop D' Loop
1513,Hefty Records
23528,Warp Records
83410,SMEJ
122037,Ki/oon
42262,Abolano Records
1818,Not On Label
6501,2 Hype
55919,Push Play Records
10,Naked Music Recordings
131,Dread Recordings
65668,Look At You Records
19078,Thud Rumble
10,Naked Music Recordings
59,Tresor
23528,Warp Records
66793,Low Pressure
32423,Blueprint (3)
3,Seasons Recordings
29074,Moonshine Music
830,International House Records
4670,Twist-N-Tangle
893,Underground Construction
1723,Motown
306086,Illgore Records
12062,Surge Recordings
7734,Phat Trax
1866,Columbia
38235,AV8 Records
598628,Toolbox (2)
114,Kif Recordings
8201,Rhymesayers Entertainment
477,Smokers Inc
776350,VMG Music
23903,Swishahouse
1818,Not On Label
141064,Black Soul On Vinyl
150,Eastside Records
1542,Subhead
31242,Dirt Crew Recordings
136,Fuze Recordings
188,Astralwerks
139796,Redwood Records (3)
38414,Music Man Records
467,Primevil
36440,Ebullition Records (2)
2905,Projekt
137231,Direct Music Service
3219,Topaz
436343,Fastmusic
281,Blue Note
770,Bedrock Records
9685,PV
11814,Coast
893,Underground Construction
482011,Donsen Park Records
133876,Tune Characters Entertainment
135642,Not On Label (Mary J. Blige)
10,Naked Music Recordings
16518,51st State
535,Subtitles
830,International House Records
8833,Doctor Vibe Records
11668,Battle Axe Records
3211,Science Fiction Records
3219,Topaz
19814,So So Def
755,Enigma Records (3)
22372,Payday
5722,Poison Records
1552,Federation Records
3937,Harthouse America
4431,Nitelist Music
129,Infrared
830,International House Records
535,Subtitles
3,Seasons Recordings
26391,Mute
9643,Ohm Resistance
18966,Care In The Community Recordings
8906,Continuum Records
10165,Flat & Round
953,Wax Trax! Records
750,Virgin
1000,Warner Bros. Records
2182,Jasper Stone Trax
1274,Pepper Records
31982,Fusion Records Inc.
113,NovaMute
1475,Blueline Music
1005,Epic
21956,Industry Records
3219,Topaz
2767,Terraformat Records
173881,ET Funk
2739,Profile Records
26011,Tommy Boy
15853,Karloff
6501,2 Hype
9638,Cotillion
878,MCA Records
9852,Phunked Up Recordings
895,RCA
49764,New Series
43580,Low Pressings Limited
8386,EAMS
1001,Muzik Magazine
362,Arista
2186,Jive
6260,Nettwerk America
3109,Charisma
513,Bear Necessities
1523,Tribe Recordings
49764,New Series
29074,Moonshine Music
651,Elektra
7597,Inneractive Music
455,C.I.A.
953,Wax Trax! Records
39357,Mercury
1322,Odori
119,Full Cycle Records
22372,Payday
22372,Payday
19189,Star Trak Entertainment
3142,AV8
524,Global Thang
1866,Columbia
87980,"Mixed Emotions Record Co., Inc."
1456,Sm:)e Communications
2101,Skinnymalinky Records
1000,Warner Bros. Records
19734,Flamboyant Entertainment
45761,Future Vision Records
49055,Hypnotic Tones Records
31970,Future Classic
161,Certificate 18
97,Moods & Grooves
953,Wax Trax! Records
8984,Loud Records
34708,Dirtybird
651,Elektra
1818,Not On Label
362,Arista
71224,High Art Records
117,Emotif Recordings
1429510,Nude Club Records
251,Nervous Records
169006,Pampa Records
2497,Soulfood
185,Planet Mu
2767,Terraformat Records
232335,100% Silk
852915,Giant (9)
692469,89:GHOST
591132,Audio Plants Recordings
11358,RCA Victor
1000,Warner Bros. Records
590,Silver Network
19078,Thud Rumble
46809,Underground Quality
980200,Vanity Press Records
2186,Jive
1818,Not On Label
1952,Relativity
6,Ruffhouse Records
4617,Aureus Records
893,Underground Construction
949853,Gee Street Independent
22616,Suave House
4776,Sugar Hill Records
158452,4th & Broadway
1000,Warner Bros. Records
681,Atlantic
1205,N*Soul
11128,Psychostasia Recordings
1527,Timeless Recordings
4776,Sugar Hill Records
22865,P.R.O. Division
27031,Sire
237,Drumcode
95,Guidance Recordings
1276142,Enclave Records (4)
4304,Delicious Vinyl
23,Grayhound Recordings
2186,Jive
1031619,1985 Music
796,Universal Records
980200,Vanity Press Records
1466294,Mysterious Works
75,Tweekin Records
11128,Psychostasia Recordings
11128,Psychostasia Recordings
315799,Emotional Rescue
1330349,Super Tuff Records
7801,Ruthless Records
13090,Bad Boy Entertainment
417,Analog Records USA
417,Analog Records USA
974,Expanded Soul
744690,Hhatri
11818,Rush Associated Labels
18203,3am Recordings
82606,Cloak & Dagger Edits
158452,4th & Broadway
1276142,Enclave Records (4)
1276142,Enclave Records (4)
113785,P&D
911573,Pulse Msc
911573,Pulse Msc
389583,Mother (3)
585924,Mindcut
122670,Shelter Records (3)
1306138,Variete Music
1070763,Coastal Haze
611279,Zodiac 44
1047071,Downhill Music
916021,Rewire Musik
916021,Rewire Musik
113785,P&D
1004012,Texas Recordings Underground
1430382,Another (2)
824,Downtown 161
63291,Woodwurk
35932,Guesthouse Music
11601,USB Records
687633,Dailysession Records
199029,Bla Bla Records
199029,Bla Bla Records
25386,Hyperdub
126,Creative Wax
12792,Record Shack Records
143129,Eglo Records
196441,Slow Motion Records (2)
379708,Rush Hour Music
952619,Riviera Club
58500,REKIDS
36714,Firecracker Recordings
22585,Psychopathic Records
144751,Giegling
253,Peacefrog Records
253,Peacefrog Records
253,Peacefrog Records
1407957,Inkal
1407957,Inkal
1407957,Inkal
1407957,Inkal
19066,Ed Banger Records
3601,Mammoth Records
809584,Money $ex Records
142328,The Trilogy Tapes
8201,Rhymesayers Entertainment
11128,Psychostasia Recordings
2294,Parlophone
744690,Hhatri
741388,Foreign Family Collective
23528,Warp Records
814792,Best Record Italy
5648,Dirt Style Records
4736,75 Ark
3845,Riot Beats
80259,Toolbox Killerz
125377,Ornate Music
210914,Bath House Etiquette
821,Geffen Records
43706,Hudd Traxx
1119,Catalyst Recordings
2664,UMM
190732,Enemy Soil
814792,Best Record Italy
32713,JungleXpeditions Records
1866,Columbia
13090,Bad Boy Entertainment
1965,Big Beat
19735,Rap-A-Lot Records
504,Eighteenth Street Lounge Music
8720,Mindspore Records
8270,Solar
686,Chillifunk Records
750,Virgin
87494,Play It Again Sam Records USA
26011,Tommy Boy
39357,Mercury
15450,Raw Form
1005,Epic
821,Geffen Records
4241,Def Jam Recordings
156564,Studio Sound
157,Reprise Records
9433,Roc-A-Fella Records
6723,Qwest Records
604978,Downtown 304
2147,Flash Traxx
11375,People Of Rhythm
97,Moods & Grooves
41449,Red Brunette
147167,Not On Label (Mos Def)
1178,Nukleuz
26391,Mute
24581,FXHE Records
739,High Octane Recordings
406110,Razor N Tape
1818,Not On Label
8377,Island Records
6614,Coco Machete Records
113222,Danzalot Records
1159632,Omen Recordings (3)
39357,Mercury
83,SuperBra
1089886,Better Listen Records
3718,Ahead Of Our Time
5359,Gangstar Toons Industry (GTI)
304,Kobayashi Recordings
25614,Plak Records
84221,Bu-Mako Recordings
6,Ruffhouse Records
873194,Blind Box Series
1195822,was / is
722148,Night People NYC
68029,UMe
2569,American Recordings
466692,Chiwax Classic Edition
101054,Scion Audio/Visual
4776,Sugar Hill Records
10187,Labworks UK
6445,Thrust (2)
23,Grayhound Recordings
10590,Plein Gaz Productions
27610,Galapagos4
4233,Databass Records
16958,Lakeshore Records
74079,a.r.t.less
34268,Roadrunner Records
1005,Epic
1889,Hipbone Records
3020,Ghostly International
187473,KGB Records (2)
12099,X-Mix
439386,124 Recordings
244780,Forced Nostalgia
852915,Giant (9)
59,Tresor
3646,Solid Recordings
93810,Adult Contemporary
88569,AJP
651,Elektra
6077,OTR (On The Record) Recordings
3051,Hidden Agenda
651,Elektra
893,Underground Construction
39355,Mamma's Home Cookin
893,Underground Construction
628,Kickin Records
893,Underground Construction
85010,Lust4House
29700,Domino USA
68009,Rinse & Repeat
406110,Razor N Tape
3020,Ghostly International
223573,Danja Zone Entertainment
1217,Stones Throw Records
1094,Digital Hardcore Recordings (DHR)
893,Underground Construction
135098,Not On Label (Aphrodite)
71097,Sound Artillery
293,SI Project
821,Geffen Records
188,Astralwerks
1271,Red Alert
19699,Flaver Shop Records
598471,Flower (5)
3198,Chrysalis
35,Ovum Recordings
924456,Profane Vein Records
685,Asphodel
5005,Twisted America Records
26557,Impulse!
806,Far Out Recordings
53443,Grit Records (2)
11048,Abstract Music
2019,Tetsuo
11048,Abstract Music
149,Position Chrome
297,FFRR
36368,Creative Sounds
118558,On Point Music
112886,Slammin' Records
8824,Playmobeat
830,International House Records
2658,Citrus Recordings
47028,Raw Beats
5099,Congo Natty
113,NovaMute
243,Bush
243,Bush
29438,WaveTec
4244,Great Jones
1065,Soul Phusion Records
2182,Jasper Stone Trax
122749,Cosmic Records (4)
8318,611 DnB
3,Seasons Recordings
2630,Mix & Blen'
830,International House Records
750,Virgin
11048,Abstract Music
772,Dessous Recordings
1764,Gossip Records
436,React
11698,SOS Records
688,D.J. International Records
2399,Mecca Recordings
893,Underground Construction
1078,Bonzai Records
7225,ROIR (Reachout International Records)
13754,Mi Casa
188,Astralwerks
498,True Playaz
758,TVT Records
561,ZYX Music
29074,Moonshine Music
1065,Soul Phusion Records
632,Ultra Records
1998,Radikal Records
4542,Masters Of Hardcore
149,Position Chrome
18955,Dischord Records
6999,Sub Octave
691,Azuli Records
35,Ovum Recordings
5146,Three Sixty Records
14998,MAP Dance
123559,Lil' Joe Records
4542,Masters Of Hardcore
20333,Tumbata Records
7883,Oak Lawn Records
570,Tronic
14640,Vudu Recordings
111,Mo Wax
20333,Tumbata Records
7999,Star 69 Records
50351,Warrior Wax
8811,Tech-Asylum Recordings
243,Bush
59399,AM Records
29074,Moonshine Music
95867,Adventure Music
2136,Sugar Daddy Records
5460,Orgone
1285,Massive Drive Recordings
4087,I.R.S. Records
3812,Choice House
27031,Sire
654,Capitol Records
299,Science
830,International House Records
7102,Staub
59307,G Unit
1817,Junior London
904,A&M Records
1000,Warner Bros. Records
3340,Vicious Grooves
149,Position Chrome
12975,Sound State
750,Virgin
362,Arista
151,Hard Beats Inc.
477,Smokers Inc
520,Underfire
15995,Soopa Records
3615,Megatone Records
149,Position Chrome
3014,Knight Life Recordings
561,ZYX Music
1818,Not On Label
1000,Warner Bros. Records
16815,"Virgin Records America, Inc."
444,Renegade Recordings
654,Capitol Records
117,Emotif Recordings
9114,Solmatic Records
14452,Urbana Recordings
60890,Cloud City Records
1263,Nettwerk
6430,Stormcat Music
26336,Dance Street
123,Moving Shadow
111,Mo Wax
421,Paper Recordings
830,International House Records
6583,Dorigen Music
11206,Nastymix Records
15119,Embedded
895,RCA
1005,Epic
1312474,We_r House
132023,Disco Demolition Records
26011,Tommy Boy
8019,Fire Music
136,Fuze Recordings
520526,Pressed For Time
814792,Best Record Italy
206223,Apersonal Music
177989,Rewind Records (8)
852915,Giant (9)
229433,Fina Records
312,Subliminal
8564,Daptone Records
28944,Sure Shot Recordings
2060,Mindfood Records
88375,7777
632,Ultra Records
541,Primitive
46809,Underground Quality
30487,Stripes
1456,Sm:)e Communications
2311,Interscope Records
1195822,was / is
2186,Jive
1119,Catalyst Recordings
119135,Autoreply Music
1411008,Black Wood Records
1723,Motown
4644,Addict Records
947,TRIBAL United Kingdom
4650,Distort Records
31455,Tuff Break Records
1277,Intercom Recordings
25847,Skint
10149,Enjoy Records
4776,Sugar Hill Records
904,A&M Records
221,Classic
180010,Night Slugs
26126,EMI
1424,Rawkuts
315799,Emotional Rescue
253,Peacefrog Records
1818,Not On Label
681,Atlantic
564017,"The ""Untouchable"" Death Row Records"
649,Drop Bass Network
1574,Parousia
347,Planet Rhythm Records
129209,Ideal Audio
324413,Chiwax
4241,Def Jam Recordings
2739,Profile Records
2311,Interscope Records
7999,Star 69 Records
374,Sound Signature
3591,Strictly Hype Recordings
142710,Radiograffiti
18203,3am Recordings
1330349,Super Tuff Records
15,20:20 Vision
2416,Rewind The Classics
904,A&M Records
1952,Relativity
1070763,Coastal Haze
1473743,Flux White
3288,Tension Records
324413,Chiwax
263123,Unknown To The Unknown
30594,Juke Trax
103709,Utopia Recordings
180775,Don't Be Afraid
1043095,New York Trax Imports
362,Arista
3482,Adrenalin Records
116793,Gold Mind Records
980200,Vanity Press Records
16815,"Virgin Records America, Inc."
1866,Columbia
6,Ruffhouse Records
584083,On Records (11)
19735,Rap-A-Lot Records
1276142,Enclave Records (4)
297813,Discovery Recordings
22976,Shogun Audio
832089,Exotic Dance Records
1142568,Khasia Hills
19058,Greenhouse Recordings
16538,DJB Records
82394,Aesthetic Audio
623858,God Particle
596062,Jesus Was Black
4241,Def Jam Recordings
217779,Danny Was A Drag King
249,Spectral Sound
251,Nervous Records
539954,Plastik People Recordings
399283,Argot (2)
109,Ninja Tune
108,Schematic
2078,Sonic Records
10758,Schmer
4241,Def Jam Recordings
505640,Manna Records (3)
1204470,Well Street Records
1465730,Rhythm People
1866,Columbia
237441,Truncate
1530022,Beste Freunde
439386,124 Recordings
1832,Z Records
2847,Serotonin
980200,Vanity Press Records
1452,Sonic Groove
1404534,EXT
618,Direct Beat
7225,ROIR (Reachout International Records)
1407957,Inkal
1407957,Inkal
1070763,Coastal Haze
389583,Mother (3)
44945,Last Gang Records
1438825,Planet Euphorique
166155,Bass Culture Records
4227,Lex Records
59,Tresor
733575,Eastenderz
1500563,Hi Tek Sounds
256418,Scissor and Thread
10725,Wash House
1509281,Spaziotempo
15336,Hiero Imperium
906282,Analogical Force
971342,Galaxy Sound Co.
2421,Twilight 76 Records
446,Function
315799,Emotional Rescue
578259,Music From Memory
1175543,HouseOnWax
144751,Giegling
67959,Counter Records
8201,Rhymesayers Entertainment
1494714,La Bella Di Notte
1276142,Enclave Records (4)
223637,Kimochi
4227,Lex Records
227219,SUED
982229,Acid Avengers
13591,Money Studies Records
77343,Sub Pop
29377,!K7 Records
3885,Medicine Label
578259,Music From Memory
7238,Four:Twenty Recordings
120038,Kann Records
23458,Eargasmic Recordings
18966,Care In The Community Recordings
25329,Mule Musiq
971967,Waxtefacts
971967,Waxtefacts
651,Elektra
3937,Harthouse America
10725,Wash House
799,Bunchlox Music
206623,Timesig
109,Ninja Tune
67959,Counter Records
23528,Warp Records
109,Ninja Tune
2186,Jive
19639,ATO Records
77343,Sub Pop
33962,Rolling Stones Records
109,Ninja Tune
1216,Rawkus
878,MCA Records
26011,Tommy Boy
15336,Hiero Imperium
109,Ninja Tune
109,Ninja Tune
1520668,Touched Electronix
17379,Sampled Recordings
147633,Not On Label (Crystal Waters)
1452857,Club U Nite Records
1407957,Inkal
324413,Chiwax
184967,TGP
1515529,Music That Moves
1618787,Private Collection (6)
925964,Shall Not Fade
925964,Shall Not Fade
1502871,Houseum Records
1038611,Left Hand Path
237,Drumcode
196796,Gruuv
893599,Kaoz Theory
195643,Kolour LTD
1407957,Inkal
1539501,Meta (5)
1170072,Parliamnt
95,Guidance Recordings
1407957,Inkal
1356445,Dance Sacred Records
1426,Moodmusic
609,Strictly Rhythm
1866,Columbia
936,Accelerate
185,Planet Mu
3847,Definitive Jux
1356445,Dance Sacred Records
48685,Total Energy
4644,Addict Records
4644,Addict Records
1502871,Houseum Records
1705,Soiree Records International
24581,FXHE Records
1705,Soiree Records International
1218392,Portage Garage Sounds
109,Ninja Tune
835796,2MR
937473,Fit Sound
194504,DeepLabs
88375,7777
1254,City Limits
1610,Polydor
1218392,Portage Garage Sounds
1473743,Flux White
4644,Addict Records
4650,Distort Records
4644,Addict Records
4644,Addict Records
4644,Addict Records
4650,Distort Records
1438,Trax Of Interest
85827,Deep Vibes Recordings
1866,Columbia
75,Tweekin Records
382,NRK Sound Division
2121,REEL Discs
2422,Vicious Music
14009,Colourforms
395666,Holic Trax
166155,Bass Culture Records
5949,Los Hermanos
8637,"Micmac Records, Inc."
1082,Speaker Attack
465,Mankind
5746,Igloo Music
130856,Wild Oats
1121,Phono
40416,Suicide Recordings
1737,Thrust (3)
325522,Pittsburgh Tracks
4913,Gotham Grooves
1470142,r.hitect
1289816,Discoring Records
324413,Chiwax
1866,Columbia
3103,Mother Records
2746,Third Mind Records
118,Talkin' Loud
109,Ninja Tune
415,Metroplex
1748,Sonar Kollektiv
1386566,Real People
688,D.J. International Records
1832,Z Records
3053,Vega Records
111,Mo Wax
356,Dragonfly Records
109,Ninja Tune
113,NovaMute
624128,D3 Elements
77,Elypsia
10054,Brique Rouge Traxx
26011,Tommy Boy
1729,Stepwise Recordings
11037,Strapped Records
8318,611 DnB
521,Outbreak Records
1866,Columbia
523,Biotic
5574,EastWest Records America
2927,LaFace Records
17002,Rock And Fuck Records
31316,Nervous Dog Records
10517,Cold Chillin'
21562,Ksi Hard Records
11910,Philadelphia International Records
4208,Napalm
2186,Jive
18924,Rong Music
324413,Chiwax
78443,La Musique Fait La Force
3556,Sunburn Records
259,Studio !K7
3563,Emotive Records
398551,50Weapons
454861,Styles Upon Styles
654,Capitol Records
2186,Jive
1005,Epic
651,Elektra
2664,UMM
4599,Dum Records
861095,CGI Records (3)
111,Mo Wax
324413,Chiwax
687,Eye Q Records
501,Imperial Dub Recordings
3897,Output
115,Audio Couture
61313,Lucy Lane Records L.L.C.
122874,Watergate Records
1012870,Rush Plus Records
246,M_nus
77,Elypsia
1327,Central
750,Virgin
40768,Disgruntled Records
19078,Thud Rumble
2186,Jive
2715,Priority Records
632,Ultra Records
2186,Jive
122037,Ki/oon
248,Yellow Productions
14161,Amputate
85383,Yore Records
85383,Yore Records
53017,All City Records (3)
240602,Underground Vibe
33660,Contemporary Records
654,Capitol Records
23288,Ecko Records
39357,Mercury
637,Vinyl Communications
5041,Verve Records
32437,Neurotrope
29907,React Recordings
31358,Interzone
745273,Facetoface
1036232,Flipside Records (8)
5648,Dirt Style Records
1818,Not On Label
252233,Groovin Recordings
1173,Tracid Traxxx
749816,Another Picture
153228,Kraftjerkz
13,Glasgow Underground
1044,Terminal M
767452,Love Notes (2)
160,XL Recordings
1,Planet E
652,Nonesuch
108212,Liquidator Music
450019,Chill Records (3)
166969,WIDEawake
1818,Not On Label
634,4AD
25777,Perc Trax
114759,Def Jam Music Group Inc.
25386,Hyperdub
470631,Vestax
1725,Atomiq Records
4233,Databass Records
2726,t:me
314,Dance Mania
600247,Northport
51420,Zoo Music
8721,Faya Combo
217,Primary Recordings
399283,Argot (2)
23288,Ecko Records
31323,GNG Records
28913,Embassy Records
221204,Bouq. Records
232110,Uni-Fi Records
22532,Universal
131420,Other
297,FFRR
2186,Jive
25386,Hyperdub
53929,High Rise Records
882,Aphrodite Recordings
1818,Not On Label
908443,Not On Label (Bass Collective)
2274,Estatus Discos
1961,Realtime Records
160,XL Recordings
18955,Dischord Records
524552,Timetable Records
3051,Hidden Agenda
893,Underground Construction
26109,Jump Recordings
904,A&M Records
27031,Sire
382,NRK Sound Division
1818,Not On Label
5056,Portrait
15647,Dance Baby Records
19737,Death Row Records (2)
110383,Elliott Street Records
4713,Sub Terranean
12099,X-Mix
12099,X-Mix
58033,Lab-Oratory Records
3,Seasons Recordings
2434,Episode
34122,Hustle Disc Records
3198,Chrysalis
501,Imperial Dub Recordings
2859,Hollywood Records
107,Rephlex
535,Subtitles
4776,Sugar Hill Records
1912,Jazzanova Compost Records (JCR)
12646,Beyond Real Recordings
94366,Fool's Gold Records
94366,Fool's Gold Records
53,Camouflage Recordings
937021,Not On Label (Rusty P's)
5761,EMI America
7532,Theoretic Records
303,Missile Records
881911,Plus 8 Records
5809,R & R Record Review
27122,Tidy
522281,Flatline Records (6)
4887,DreamWorks Records
8722,Cassius
2182,Jasper Stone Trax
123,Moving Shadow
1866,Columbia
535,Subtitles
83,SuperBra
2182,Jasper Stone Trax
2186,Jive
1000,Warner Bros. Records
98,Defected
33184,The Social Registry
830,International House Records
2537,Music Plant
654,Capitol Records
8537,House Works
3005,Groovilicious
7528,Katalyst Trax
39357,Mercury
95390,Invasion Records (4)
1527,Timeless Recordings
59,Tresor
98,Defected
46171,CityDeep Music
3707,Warlock Records
261,Beatservice Records
3103,Mother Records
1005,Epic
878,MCA Records
14482,Musiq
19193,Blazaebla
3470,Mantra Vibes
3219,Topaz
681,Atlantic
2036,Next Plateau Records Inc.
13722,Fonal Records
878,MCA Records
96967,Madacy Entertainment
821,Geffen Records
8377,Island Records
602,Slip 'n' Slide
1818,Not On Label
12695,Zoo Entertainment
1998,Radikal Records
882,Aphrodite Recordings
893,Underground Construction
1706,Wobblyhead
8892,Vendetta Records (2)
18313,T.U.S.O.M. Recordings
2056,Beggars Banquet
29377,!K7 Records
16441,Ozone Music
4548,Impulse Records
654,Capitol Records
6117,Detour Recordings
4241,Def Jam Recordings
15066,Morris Audio Citysport Edition
6785,ECM Records
118403,Sick & Twisted
335489,Jaz Records
62,Eukahouse
7688,Freezing Point
4370,X-Es Records
115,Audio Couture
1178,Nukleuz
1837,Forged Recordings
7223,Shock Records
160,XL Recordings
5388,Caffeine Records
1866,Columbia
1178,Nukleuz
912,Dos Or Die Recordings
14069,Deco Records
5701,USR (Underground Sound Of Renaissance)
7436,Virgin Underground
2835,Chisel
65341,20th Century Fox Records
18,Soma Quality Recordings
2186,Jive
4547,Hardcore Blasters
225,Internal
1184,Tidy Trax
1866,Columbia
4241,Def Jam Recordings
312,Subliminal
895,RCA
893,Underground Construction
5439,Freaked Records
188,Astralwerks
1181,Dance Pollution
1227,Combustible
2352,Pitch Black
46041,Manual Music
13709,Consigned Recordings
953,Wax Trax! Records
28852,Red Ant Entertainment
7530,Vinyl Soul
15,20:20 Vision
878,MCA Records
5240,Airgap Records
6735,School Records
4421,Never Records
18,Soma Quality Recordings
17259,Freeq Show
23782,Strictly Hits Vinyl Service
1912,Jazzanova Compost Records (JCR)
298,Gyration
31343,Nublu Records
1293,Eve Records
4060,Tommy Boy Silver Label
1633,Smash Records
119198,UK Bonzai
4147,BeatFreak Recordings
123,Moving Shadow
1843,Saw Recordings
37979,Hitwave Music
74,Pschent
2534,Kult Records
300,Higher Ground
4333,Honey Pot Recordings
53428,Pickwick
830,International House Records
2311,Interscope Records
2311,Interscope Records
953,Wax Trax! Records
1178,Nukleuz
4241,Def Jam Recordings
681,Atlantic
118,Talkin' Loud
878,MCA Records
561,ZYX Music
1184,Tidy Trax
26011,Tommy Boy
3198,Chrysalis
5719,Hypocrite Records
11537,Island Def Jam Music Group
544635,High Country Recordings
681,Atlantic
1397,Underwater Records
15,20:20 Vision
11364,Northwest Dynamics
5203,Y2K
362,Arista
1005,Epic
11178,TCB Music
101,Shaboom Records
17073,Soundclash
91941,Chill Factor
8515,Ten Lovers Music
69,Yoshitoshi Recordings
517,Superstition
27610,Galapagos4
4241,Def Jam Recordings
2036,Next Plateau Records Inc.
6,Ruffhouse Records
4006,Plastica
36,End Recordings
1000,Warner Bros. Records
3556,Sunburn Records
4115,Vicious Circle Recordings
913,TeC
7363,Smokin' Productions
5455,Orion Muzik
11026,Village Sound
466,Zync
297,FFRR
10780,Waxworks Records
1952,Relativity
4115,Vicious Circle Recordings
19412,Ammo Recordings
953,Wax Trax! Records
12611,Crimsyn Records
698,Echo
971342,Galaxy Sound Co.
4932,Gee Street
2036,Next Plateau Records Inc.
175261,Not On Label (Towa Tei)
118111,Galaxy Sound Company
624128,D3 Elements
758,TVT Records
937473,Fit Sound
1290558,Telharmonic Texture
115,Audio Couture
5388,Caffeine Records
29599,"VSM Records, Inc."
1706,Wobblyhead
1705,Soiree Records International
3702,Kaos Recordings
204,Shadow Records
35932,Guesthouse Music
109,Ninja Tune
95,Guidance Recordings
1105,Anticon
15208,Jimms Jams
38235,AV8 Records
687633,Dailysession Records
427720,MadTech Records
560240,Gammaudion Records
4,Siesta Music
15215,DDE
9179,Motivo Productions
149,Position Chrome
1115,Tortured Records
1143,Bango
878,MCA Records
26901,Asbest Tracks
33201,Virgo Music
4173,Contaminated Muzik
16815,"Virgin Records America, Inc."
13202,Katania Music
590,Silver Network
1818,Not On Label
179,Chocolate Industries
152806,W.T. Records
1818,Not On Label
237206,audioJazz music
651,Elektra
23528,Warp Records
2078,Sonic Records
878,MCA Records
101054,Scion Audio/Visual
746,Ghetto Safari
111,Mo Wax
61095,Manifest Music
252233,Groovin Recordings
44160,7 Grand Records
969,Versatile Records
2715,Priority Records
904,A&M Records
904,A&M Records
1411008,Black Wood Records
324,Henry Street Music
563,Afterhours
165489,Siccness.net
108162,Prism
114759,Def Jam Music Group Inc.
590,Silver Network
50574,L.A. Abstract
4584,Acid Test Pressings
129209,Ideal Audio
1312,Tripoli Trax
821,Geffen Records
750,Virgin
2715,Priority Records
767452,Love Notes (2)
19737,Death Row Records (2)
35,Ovum Recordings
4887,DreamWorks Records
113210,Scribble Jam Records
1326,Network Records
910182,Edits From
1818,Not On Label
390040,Office Recordings
1407957,Inkal
208012,Get On Down
23528,Warp Records
1000,Warner Bros. Records
624128,D3 Elements
624128,D3 Elements
330433,Developer Archive
204,Shadow Records
138429,Not On Label (DJ Shadow)
1433856,Black Hole (6)
1159632,Omen Recordings (3)
20459,Detroit Underground
1005,Epic
920459,Footwork Audio
562421,Razor N Tape Reserve
1142568,Khasia Hills
122670,Shelter Records (3)
39357,Mercury
999,EastWest
527360,Berceuse Heroique
2715,Priority Records
28797,Karmis Productions
289006,Beats In Space Records
62575,Rescue Records
9577,Important Raver
8984,Loud Records
267,Trax Records
925964,Shall Not Fade
220277,Modularz
1491245,Elorf
374,Sound Signature
1818,Not On Label
19735,Rap-A-Lot Records
196371,Whiskey Disco
303,Missile Records
7770,Bassic Records
717727,TXTRL
1028828,Detroit Vinyl Room
1142568,Khasia Hills
539954,Plastik People Recordings
1466,BPitch Control
2517,Cutting Records
29700,Domino USA
23528,Warp Records
417,Analog Records USA
1576,Background
1576,Background
1866,Columbia
109,Ninja Tune
77566,Noizetek Recordings
8936,Landspeed Records
527360,Berceuse Heroique
4644,Addict Records
56408,New West Records
688,D.J. International Records
399,M-Plant
10725,Wash House
2534,Kult Records
297,FFRR
797504,Suspected
1216,Rawkus
12378,Eastern Conference
969,Versatile Records
59,Tresor
22585,Psychopathic Records
769402,Deeply Rooted (3)
3885,Medicine Label
1866,Columbia
563,Afterhours
71897,Dekagon Records
142328,The Trilogy Tapes
130146,Rare Bullet Records
1488,Alleviated Records
21764,Bang Records
7496,Merge Records
10261,Active Underground
379236,TMR Classics
741388,Foreign Family Collective
1506445,Auto Reverse
4644,Addict Records
75477,Sistrum Recordings
246,M_nus
23528,Warp Records
5115,Paisley Park
337459,Must Have Records
1312474,We_r House
246,M_nus
246,M_nus
148054,Dekmantel
937473,Fit Sound
1216,Rawkus
40396,WEA
27031,SIRE
1216,Rawkus
1866,Columbia
4304,Delicious Vinyl
3276,Industrial Strength Records
175727,Little Helpers
18203,3am Recordings
1705,Soiree Records International
1175543,HouseOnWax
1216,Rawkus
10079,Cuadra
45832,Micro.fon
1330349,Super Tuff Records
1705,Soiree Records International
4650,Distort Records
265,Hymen Records
265,Hymen Records
185,Planet Mu
23068,Bang A Rang
747387,Dirt Tech Reck
8377,Island Records
33244,Rhino Records (2)
11956,Fondle 'Em
108224,Cryovac Recordings
3416,Swing City Records
1195822,was / is
188,Astralwerks
602,Slip 'n' Slide
