release_id,title,released,styles,label_id,artist_id
4552485,Urban Off Road,2013,House,399283,2887456
213546,No Concept EP,n/a,Hard House,2182,28959
9461959,Infinite Return,2016,Techno,696849,4692712
9461959,Infinite Return,2016,Techno,696849,4692712
734494,Kobramadic EP,2006,Techno / Minimal,66961,620763
11243488,Coming Home To You ,2017,Deep House,3,2035
158702,Freakuency Fiasco,2001,Psy-Trance / Progressive Trance,356,19872
2892947,Future Of The Funk EP,1991,P.Funk,40436,1003290
5114877,Tegami,2013,House / Techno,78216,557511
1788890,Stress,2009,Thug Rap,1217,150554
39277,Loungin',1993,Acid Jazz / Downtempo,3198,3862
4297924,Analog Schema,2013,Techno,506710,335273
3017396,What A Night! A Christmas Album,2008,Big Band,1866,352440
10629565,See It Through,2017,Ambient / Electro / Drum n Bass / Abstract / House / Synthwave / Techno,399283,5312339
1883579,True To The Game / Givin' Up The Nappy Dug Out,1992,Gangsta,2715,13732
1584676,Who's The Mack,1990,Gangsta,2715,13732
1324918,Virton,2007,Techno,38414,2994
8386456,EDR002,2016,House / Deep House / Deep Techno / Disco,832089,4232982
1513057,Limbo Sessions,2008,House / Deep House,5589,34435
11896550,Was That All It Was,2018,Disco / Soul,11910,30142
2935046,Woman Walking In The Shadows,2011,Deep House,84221,239622
9668702,Dark Lotus,2017,Juke / Breakbeat,185,2540938
506001,Know EP,2005,House / Deep House,30986,214
115199,The Inner Peace EP,2000,Deep House / Ambient,39,265
1200389,Kalism,1992,n/a,104102,1018535
582741,Sunshine,1999,Progressive House / Electro,72848,22862
2942927,The Judgement Of Paris,1981,New Wave,81555,790916
778417,Move To Move,1989,House / Synth-pop,681,65819
5539515,Triangle Of Love,2014,Techno,290,5340
7269257,Tuff Cut 08,2015,Disco,514934,863391
665335,Big City / Dark Water,2006,Progressive House / Tech House / Minimal,15646,456555
445845,What's Next,1993,Boom Bap,651,44382
1708786,Here I Am,1999,Progressive House / Tech House,69,5915
10664718,RPDC003,2017,Techno,1012870,2450802
6740616,Lyfe vs. Steven Kaang EP,2015,Techno,696849,4287634
5622538,Palermo House Gang,2014,House,232335,2406755
312312,Droppin Gramma,1997,n/a,28149,176102
1379050,Hellrazer,2006,Gangsta,117693,343490
163086,Words Escape Me!,1991,Hip-House / Downtempo / Hip Hop / House,76273,45187
8439620,Dreams Are Gone,2016,Dark Ambient / Breakbeat / Experimental,696849,5022081
164242,A Tourist's Guide To The Realization Of Your Own Buddha Nature,2000,House / Deep House,91,8309
9308369,Night Gym ,2016,Techno / Deep Techno / House / Breaks / Acid / Breakbeat / Deep House,589603,4821112
8629353,Sukhoi Nos EP,2016,Hardcore / Breaks / Acid / Industrial / Rhythmic Noise / Psychedelic Rock / Dub,858725,4569595
14840,Crazy Love,2000,UK Garage / House,118,1515
71647,Life In Mono,1996,Downtempo / Breaks / Drum n Bass,698,1564
5037413,CSFLY Remixes,2013,Techno / House,23528,1354476
1481250,Back II Back,2004,n/a,155,9965
711020,K.M.W. (King Most Wanted),1999,Conscious,3467,9965
9510022,Night System,2017,House / Techno / Acid House,615733,4844396
4111366,Oh Jabba,2012,House / Deep House / Techno,24581,4506951
9101347,Heaven & Earth,2016,Deep House,65616,45802
10875289,More Songs About Girls,2017,Deep House,767452,1134414
3492422,DJ-Kicks,2012,House / UK Garage / Dubstep,259,417
7413138,A Good Run,2016,Deep House / House,615733,1850466
9496151,House For Sale EP,2017,Disco / House / Deep House,1089886,2438420
743193,Bass Re-Enforcement,1996,Dub,1721,7890
8443052,HITnRUN Phase Two,2016,Funk / Jazz-Funk,23773,28795
3383557,Sail Away,2012,House / Electro / Indie Rock,6486,9985
7235270,Chunky,2003,n/a,154244,611120
9693081,Robin Lohrey EP,2016,House,980200,5221272
972964,Human The Death Dance,2007,Conscious,61599,48507
9462914,Calm Your Storm,2012,Soul / Funk / Contemporary Jazz / Easy Listening,1113919,5416834
10084110,Burn,2017,Tech House,65616,758329
11233623,Here's To You - Part 1 & 2 ,2017,Funk / Soul / Disco / Boogie,971342,8405
9356888,Sweet Sue,2016,House / Deep House,1452002,4576414
8106042,Get It Up EP,2016,Techno,696849,4879109
9971268,New York Trax 04,2017,Techno,956086,1344
3503245,Heaven,2012,Deep House / Disco,196371,433488
690649,We Are Free / Distant Vision,2006,House / Deep House,88,433488
8571686,Keep Your Booty Clean (Scrub That Butt),n/a,n/a,15071,274259
6763398,Electronic Chronic Version 1.0,2005,Techno / Electro / House / Acid Jazz,815841,4296512
10822148,Feels Trip To The District EP,2017,Disco / House / Deep House,1089886,3009623
476982,Get In Where You Fit In,1994,Gangsta,2186,51352
474553,I'm A Player,1993,Gangsta,2186,51352
11088841,West27th St Deep EP,2017,Deep House / Disco,687633,4587623
397703,Broken Boot,2004,Disco,1818,355
304518,(Orig.) Big Apple Production Vol. IV,1989,House,26930,194
9960486,Belly - Original Motion Picture Soundtrack,1998,Soundtrack / Gangsta,4241,194
33081,ESP: The Techno Trance Compilation,1993,Trance / Techno / Hard House,2078,194
816439,For Those Who Lead The Triple Life Vol. 1.0,2004,Deep House / Downtempo,56661,194
7421818,Hip Hop City Sounds,2008,Hardcore Hip-Hop / Jazzy Hip-Hop / Thug Rap,395368,194
7987590,Kajunga001,2015,House / Techno,953300,194
7987590,Kajunga001,2015,House / Techno,953300,194
8577351,Planned Obsolescence I,2016,Techno,696849,194
9094501,Planned Obsolescence II,2016,Techno,696849,194
557428,Skitz & Rodney P... Original Fever,2000,n/a,52591,194
11128977,Soulfuric Acid,2017,Deep House / House,1113437,194
7313226,The Nite Owl Buffet Vol. 1,2015,Deep House / House / Techno,615733,194
2341034,X-Mix Dance Series 35,1996,House,12099,194
2341034,X-Mix Dance Series 35,1996,House,12099,194
3040433,Essential Megamixes Volume 5,n/a,House / Euro House / Prog Rock,12099,194
3040433,Essential Megamixes Volume 5,n/a,House / Euro House / Prog Rock,12099,194
3040433,Essential Megamixes Volume 5,n/a,House / Euro House / Prog Rock,12099,194
2432232,X-Mix Essential Megamixes 6,1999,House / Euro House / Prog Rock,12099,194
2432232,X-Mix Essential Megamixes 6,1999,House / Euro House / Prog Rock,12099,194
1259890,X-Mix Hybrid 4,n/a,House,12099,194
2078141,Wanted,1988,Pop Rock,616,26522
938357,Salt In The Game / Break Rap,2005,Conscious,85035,71651
39664,The Gospel Comes To New Guinea / Coup,2001,Downtempo / IDM / Psychedelic Rock,3465,21148
386221,Canto Della Liberta,2002,House / Broken Beat / Tribal House,22447,117307
87314,"Beats, Rhymes And Life",1996,n/a,2186,3268
42081,Hiceo / Welcome 2002,2001,Deep House / Tech House,1227,12914
9797,Quarter Of A Century,2000,House / Deep House / Tech House,3,254
4577448,Black Umbrella Be Inside,2013,Experimental / Downtempo / Dark Ambient,361899,1631183
601406,Broke / Susi Groovy,2002,Broken Beat / Future Jazz,49205,35795
7621792,House Warming,2015,House / Deep House / Acid House / Electro,85383,53501
44767,Joyless Fade Impeller,1996,Drum n Bass / Experimental,322,3798
1721575,Rap Scholar / Can We,n/a,Jungle,1818,3773
2032595,Blues March / Along Came Betty,1958,Hard Bop,281,262128
7591379,Laptop Rock,2000,Drum n Bass / Hardcore / IDM,1725,7960
243908,Monochordattune,1996,Noise / Ambient,16433,9842
2024503,Guardian Angel,2009,Disco,173326,1639861
6886660,Brunswick,2015,Indie Rock / Psychedelic Rock,82166,904015
9921240,What Shall I Render (Unto God),1980,Gospel / Soul,96759,726619
113360,Greatest Works Part 1,1995,Breakbeat,5354,41260
10472530,Episode Zero,2017,Techno / Ambient / Abstract,393838,451870
433693,Satellite City,2005,Abstract / DJ Battle Tool / Minimal Techno,1770,10980
4868889,Bangers & Ash,2013,Abstract / Experimental / Techno,454861,3118854
1130891,Waltz For Debby,2006,Cool Jazz,34231,301147
3036896,First Issue: The Great American Songbook,1994,Big Band / Rhythm & Blues / Cool Jazz,5041,33589
3224096,Sings About Trees,1981,n/a,310493,2494033
9288238,The Pittsburgh Diaries,2016,Disco / Funk / House,214417,5349880
259271,La Morale,1999,Dark Ambient / Illbient / Breakcore / Experimental,13364,203435
2550942,Analog Drift,2010,Afro-Cuban / Afrobeat / Soul,94329,604091
9968,Dandu Groove,1997,Techno,400,1711
7514107,Windswept Melodies,1986,Modern / Contemporary,442626,3307033
3035185,At Ease With Coleman Hawkins,2006,Post Bop / Swing,19591,251769
937020,One Day It'll All Make Sense,1997,Conscious,1952,14014
3379834,Non-Stop Disco Dance Mix,1997,Disco,96967,550526
8776708,My Cube,2016,Industrial / Techno / Post-Punk / Noise / Experimental,1038611,5720352
3511097,Play / 4 The Love Of Love (Remixes),1997,RnB/Swing,42738,2690528
155754,Onyx / Sierra,1996,Hard Trance,2971,101347
194971,Luv Cums / Bang Dem Walls,1997,Hard House,893,28257
162886,Runaway,1992,House / Acid Jazz,651,4119
8448027,World Clique,1990,House / Downtempo,651,4119
10785668,Annapurna EP,2017,Techno / Tech House / House,71710,262191
980731,One Thousand Cries,1995,Hardcore,87919,556965
218415,It's You,2003,Future Jazz / Deep House / Soul,1748,63160
6060401,Direct Me,n/a,House,734777,64860
4740549,Presents: Backstage Mixtape (Music Inspired By The Film),2000,n/a,9433,84846
641144,Da Bomb Volume 5,2001,Electro / Ghetto,4233,8828
213512,Don't Know Malendro / Vasefa,2005,House / Latin,8721,6365
9117046,"He's The DJ, I'm The Rapper",1988,n/a,2186,14648
9249824,Seizure No. 5,2016,Minimal / Tech House,824561,4330242
1781899,Sweeet,2003,Cut-up/DJ,191906,1461201
129873,Funky Demolition,1992,Breaks / DJ Battle Tool,4670,71214
2411108,The Tables Have Turned,1999,Bounce,206844,71214
364031,Vanilla Dope (The D.J. Retangle Mega E.P.),1992,Cut-up/DJ / Electro,6337,71214
20956,Disco Europa,2000,House,703,9880
2987102,You Can't Go Home Again!,2002,Breaks / Downtempo,878,4478
304766,Time Out,2004,Acid House / Electro / House,8847,214669
194872,On Fuego,1996,Hard House,893,13914
60461,U.S.S.R. Reconstruction (Theories Explained),1998,Hip Hop / Abstract / Downtempo,109,1444
6188071,The Movement - Both Sides Of The Glass,2006,n/a,749967,4048489
2941131,Warped,2011,Dubstep,1399,2243810
4339967,Elizabeth Herz,1991,Emo / Hardcore,40551,313217
5156632,Goody Goody,1957,Big Band,5320,31615
6250617,Shove Your Head Into The Ground And Feed It To The Earth,2004,n/a,26621,4076419
6150044,Paper People,2014,Tech House / Minimal,605460,469050
9651040,Araya,2017,Tech House / Deep House,148054,247674
3577944,Rewile,2012,Electro,40498,178054
3162894,Connected,1999,n/a,118177,1228026
10996333,Veranda Culture,2017,Downtempo / Ambient / Experimental / New Wave,1353838,1901559
299110,Take Me Out (Daft Punk Remix),2004,Leftfield / House / Art Rock / Pop Rock / Indie Rock,26465,170994
6576251,Play The Music ,2015,Big Beat / Breakbeat / Breaks,6478,7213
84488,Be Real,2000,Minimal / Dub Techno,306,1363
46769,Mastered The Art,2001,Downtempo / Jazzdance,36766,4559
183203,A Different Story,1999,Breakbeat / Hard House,830,809686
1388921,Spinn I,1985,Blues Rock / Acoustic / Synth-pop,1610,341825
7158628,Starcave,2015,Deep House / House,363756,3254539
498543,Experiment #1,2005,Techno / Deep House / Experimental,374,203665
10915567,Super Bad Girl,2001,House / Disco,57596,175500
1584596,Luvin' U4 Dayz,1996,n/a,7771,324391
6063746,Throw It Up (Where You From),n/a,Gangsta / G-Funk,735166,3992709
2250286,My Soul Is Satisfied - The Rest Of James Carr,2004,Gospel / Rhythm & Blues / Soul,348317,430356
2863806,The Blueprint,2001,n/a,9433,21742
492191,Jazzinho,2003,Soul-Jazz / MPB / Latin Jazz,2223,173077
10296528,Black Origami,2017,Breakbeat / Juke / Experimental,185,2540938
113136,Fuckin Up Your Audio,1998,Hard House / Ghetto / Breakbeat,893,88914
551949,Turn The Music Up,1996,Garage House,240602,22294
9805068,Breath Into Me ,2017,Deep House,66542,640098
10497779,Roots That Talk,2017,House,374,5848608
3440588,La Patagonia EP,2012,Techno,237,1199068
314066,Tremble / Children Of Israel (Siren Mix),n/a,Jungle,6237,50613
8563859,The Partial Shebang,n/a,Indie Rock,1373462,6132338
7084186,Amnesia,2015,Electro / Darkwave / Industrial,842941,656731
264625,Here I Am,1999,Progressive House / Tech House,69,5915
7114412,From The Edge,2015,Breakbeat / Dubstep,45584,1870855
7238317,Flying Objects Ep,2015,Techno / Electro,329512,2565873
9471691,Go Home,2017,Acid / Ghetto House / Techno,329512,2565873
1170081,Everything In Between,2007,Acoustic / Soft Rock / Pop Rock,3912,383836
7777199,Mad Blanc,2015,Techno / House,399283,3686465
4686862,Night Shades EP,2013,House / Deep House,296297,1864582
5954799,Thank The Lord And The Sword,2005,Conscious,1818,392446
7062108,All That Matters,1997,Soul,1866,274209
2782922,My Secret Passion (The Arias),1998,Opera,865,274209
8387442,The Chase,2016,Techno / House / Deep House,415,1141
888616,The Blessin' (Boom Bodya Da) / No Simulator,1998,n/a,19059,224603
2901627,Higher,2001,n/a,3332,271614
11210218,Private Property Created Crime,2017,Acid / Techno / Acid House,1038611,4844396
33644,15 Levels Of Magnification,1996,Breakbeat / Abstract / Downtempo,322,5091
98379,Bin Scrape Laden,2001,Breaks / Downtempo / Experimental / Hardcore / Dub / Breakcore,7389,63747
1871196,Coastales,2000,n/a,113553,835310
3002181,Alive & Wired,2005,Alternative Rock / Country Rock,56408,382323
1980146,Graffiti Bridge,1990,Minneapolis Sound / Funk / Synth-pop / Pop Rap / Soundtrack,5115,28795
1502732,The Ray Conniff Love Album,n/a,Easy Listening,55613,281994
5828720,The Chicago Suite,2014,House / Deep House / Acid House,49530,243931
8046584,Afro Sci / Piano Seduction,2016,House,891933,112256
3874918,Home Grown Shop,2001,House / Trance / Hard House,442851,2924011
87500,Blow It Out,1996,Techno / Minimal / Hardcore / Acid,937,857
5819277,Metamorphosis,2002,Classic Rock,34613,20991
5690723,Steel Wheels,2009,Pop Rock / Classic Rock,68029,20991
5690626,Voodoo Lounge,2009,Classic Rock,68029,20991
9722189,Spaces And Places,2017,House / Deep House,1483015,693
1507449,SD Chargers EP,1998,Boom Bap / DJ Battle Tool,128405,391023
9336950,Share Power,2016,House / Techno,399283,2297467
1304147,A Mutual Antipathy,2008,IDM / Dubstep,22912,288826
6586180,One Sound / Layer Lock,2015,Techno,509824,3385326
10959374,Solace EP,2017,Techno / Electro,1346529,6047957
6142159,SD2k,2000,n/a,744350,2470102
3612018,5678 Mix Tape,2005,Conscious / Jazzy Hip-Hop / Instrumental / Bounce / Crunk,62403,109184
10113508,Yesterday (I'll Never Change),2017,House / Deep House,66542,160856
138785,"Hi Mom, Let's Dance",2002,House,670,3361
242099,Balance,1999,Conscious,11668,35536
10620102,Cognitive Dissonance,2017,Deep House,767452,4899382
10085779,Everybody Want Some,2017,Cut-up/DJ / DJ Battle Tool,949865,4813617
885845,Thelonious Alone In San Francisco,2006,Contemporary Jazz,34231,145256
8590471,The Big Cover-Up,2016,Disco / Downtempo / House,339359,132082
420913,Konga Bonga,2004,Progressive House / Tribal,16036,3980
6149491,Queen Of The Clouds,2014,Synth-pop / Electro,8377,3506702
8319623,Be There / Uhh,2016,Tech House,45584,4949520
3432618,Al-Khadir,1998,n/a,55236,97633
107140,Everybody C'mon,1999,Conscious,5290,27059
41405,Color In Rhythm Stimulate Mind Freedom,1999,Deep House,57,1713
400985,Back In The Day (Old School Hip Hop From The Block Party Era),2000,n/a,7305,194
5905167,H-Track Edit Series 4,2014,Disco / Soft Rock,110839,194
5919621,Hyperdub 10.2,2014,RnB/Swing / Bass Music,25386,194
296777,Jazz Lounge 2,2004,Future Jazz / Downtempo,2134,194
6320675,Next Life,2014,Juke / Ghetto House,25386,194
3040450,"Project ""X"" 1999",1999,House / Big Beat / Garage House,12099,194
11174270,Run The Length Of Your Wildness,2017,House / Techno,980370,194
2328557,The Best Of Turntables On The Hudson (1999-2002),2002,Jazzy Hip-Hop / House / Dub / Jazzdance / Downtempo / Deep House,9745,194
10717548,The Off Enders EP,2017,Techno / Acid / Tech House,108224,194
249109,Underground Music Collection Vol. 1 - House,1999,House,27276,194
3040423,X-Mix Essential Megamixes 2,n/a,House / Euro House / Prog Rock / Hip Hop,12099,194
3040423,X-Mix Essential Megamixes 2,n/a,House / Euro House / Prog Rock / Hip Hop,12099,194
2819210,X-Mix Essential Megamixes 3,n/a,House / Euro House / Prog Rock / Hip Hop,12099,194
2819210,X-Mix Essential Megamixes 3,n/a,House / Euro House / Prog Rock / Hip Hop,12099,194
2296631,X-Mix Essential Megamixes 4,n/a,House / Euro House / Prog Rock,12099,194
1328472,X-Mix Urban Series 46,2001,Pop Rap,12099,194
1328471,X-Mix Urban Series 48,2001,Pop Rap,12099,194
8192759,We Can Do Anything,2016,Alternative Rock / Indie Rock / Folk Rock,133449,87643
7428217,Natural Phenomena,2015,New Age / Ethereal / Downtempo / Drone / Synth-pop / Synthwave / Shoegaze / Ambient,56819,2693176
7030770,True Colors,2015,Dance-pop / House / Synth-pop / Electro House / Progressive House,2311,1990571
7723257,Come To Me,1995,Reggae,924469,974775
40597,An Evening In The Listening Room,2001,Deep House,3,223
523604,Ailanthus Altissima,2004,Abstract / IDM / Ambient,48440,294077
778830,Who Reframed The A-Team,2006,n/a,25815,181632
9264576,Ultrafunkula,n/a,Drum n Bass,1818,3638243
9797,Quarter Of A Century,2000,House / Deep House / Tech House,3,254
8591961,Saturdays / Let The Music Take You,2016,House / Deep House,2118,9546
635831,Secrets,2006,House / Deep House,88,1758
7666145,A Question About You,2015,House / Deep House,767452,2803012
1903814,Gay Time Latin Lover,n/a,House,12231,241105
7406820,Andrew McMahon In The Wilderness,2014,Emo,1058,4003357
95983,1981,1999,Gabber / Hardcore / Experimental,6305,36310
22234,The Underworld / Cool Rock Stuff,1998,Drum n Bass,882,3773
630435,Salesmanshipwrecked,2003,Conscious,58033,459610
73669,Bye Bye Blues,1997,Ambient / Trip Hop,248,1042
5032328,Radiance,n/a,Dub Techno / Minimal / Ambient,255,13117
435139,Move It,2005,Hard House / Hardstyle,15274,163816
8033392,House Legends,2016,House / Deep House / Garage House,789,13
9882286,Hard Rain,n/a,Folk Rock,1866,59792
434914,Blood Money,2004,Electro / Tech House,15,2512
5425082,Hostile Environment,2014,Experimental / Dark Ambient / Minimal,61632,2316874
3486563,Reality Surpasses Fiction,2003,Breaks / Electro / Breakcore,6248,5000
589230,The Welcome To Seattle Mix Tape,2005,n/a,8201,354874
1125113,Pain_2.1 E.P.,2003,Drum n Bass,29531,24673
6559152,Voice Of The Voiceless,2014,n/a,546390,644495
4755982,Same Old Clown,2013,House,32575,604091
2047675,20 Piece Bucket Breaks,2004,Breakbeat / DJ Battle Tool,13528,32001
6258,Untitled,1999,Breaks / Jungle / Experimental,130754,7023
1544340,"Long Nights, Short Pills / 3x3 Eyez",2001,Breakbeat / Drum n Bass,628945,1286287
700288,Playground Vol. 8,2004,Trip Hop,2223,46616
7827527,Seventeen Seconds,2006,New Wave,5810,28972
6491376,Musique Vol. I 1993-2005,2014,House / Techno / Disco,2294,1289
11428084,Bionic Booger Breaks (25th Anniversary),2017,DJ Battle Tool / Turntablism,5648,122750
11428214,Toasted Marshmallow Feet Braxe (25th Anniversary),2017,DJ Battle Tool,5648,122750
11428294,100mph Backsliding Turkey Kuts (25th Anniversary),2017,DJ Battle Tool / Turntablism,5648,122750
8081937,I Take A Lot Of Pride In What I Am,1969,Vocal,157,10533
32510,Dewdrops In The Garden,1994,House / Techno / Downtempo / Hip Hop,651,4119
3413138,Salsa House,2012,Deep House / House,256360,1274233
8234522,Access:D,2002,Pop Rock,55490,280740
5610641,Five Man Army,2014,Dancehall / Roots Reggae,417072,21763
5872853,Sound Of Change,2014,Reggae-Pop / Alternative Rock,99229,2089008
5458030,Punk Ho,2003,n/a,58278,1222850
5169408,Irreverence,2013,Drum n Bass / Electro / Dubstep,29882,1143233
1971718,Disco Construction,1996,Disco,119537,1300006
2811790,T-10 (Remixes),2004,Drum n Bass,3702,324
1643447,Need To Get Some,2003,Indie Rock,35373,356088
1386042,Let It Drop,2008,Electro / Tech House,602,12770
111141,Genius Of Fun! #2,2002,Acid House / Techno / Acid,4463,4367
56892,Freak Em' Down,2001,Techno / Electro,4233,8828
167107,Trash Bag Ho,2003,Techno / Electro,4233,8828
9165,Xhemikals,2000,Techno / Hard Trance,2147,9675
7367733,Break It Down,2002,Turntablism / Instrumental / Gangsta,1818,59176
438789,Punani,2005,Jumpstyle,32731,239022
1218003,King Of Cuts Volume 1,n/a,DJ Battle Tool / Breaks,30441,133504
11182308,Ascendent,2017,House / Tribal / Tech House,15638,3178223
2974164,Ninety Seconds To Win,n/a,DJ Battle Tool / Cut-up/DJ,162159,1056925
58652,U.S.S.R. The Art Of Listening,2002,Trip Hop / Hip Hop,109,1444
7123945,Grow Slow,2015,Neo Soul,1006,1444
7123945,Grow Slow,2015,Neo Soul,1006,1444
190077,Wam Bamb,1996,Hard House,893,29121
8466043,Club Constructions Vol. 7,2016,Breakbeat / DJ Battle Tool / Instrumental / Trip Hop / Bass Music,180010,3616407
6063611,Sea Of Love / Caterpillar,2000,Progressive House / Progressive Trance,85404,592160
4540477,2001,1999,Gangsta,2310,50513
2206507,Breath Of Fresh Ears,2007,Grime,41193,282154
8628943,Those Dark Lies,2015,Tech House,852915,5093383
5174143,The Bells Of Christmas - Vol. 2 - The Bells Of Christmas Chime Again,n/a,Easy Listening,654,403542
850448,Playground Vol. 5,2002,House / Future Jazz / Downtempo / Hip Hop,2223,21222
660608,Acid Indigestion 4 EP,2006,Acid House / Acid,10428,12036
3874475,Boing,2001,Trance / Hard Trance / Hard House,442767,2923747
3874355,Vol.01,2002,House,1818,2923663
9941822,The Johnson Wax Program With Fibber McGee & Molly Vol. 1 Christmas 1947,n/a,Radioplay / Public Broadcast,58713,1450066
6741823,Present: The Movement,2006,n/a,813548,1793806
8448790,World End,2008,J-pop,122037,1117863
10896213,LF RMX 003,2017,Techno,1278082,2742
18273,Technolo-G,1996,Techno / Tech House,970,2742
11024443,We Need Medicine,2013,Indie Rock,4184,472288
6303341,Still Standing,2001,RnB/Swing,758,41266
1271,Society Rules,2000,Deep House / Future Jazz,95,696
7426692,In Your Mind,2015,House / Tech House,852915,15725
8380650,The Way We Feel,2016,House / Techno / Deep House / Tech House,852915,15725
110506,The Best Of Hardfloor,1997,Techno / Hard Trance / Acid,687,858
156860,Alone & By Myself,2003,Techno,9327,12827
2558832,A Celebration Of The Jackson 5,2009,n/a,218806,391678
5917095,Fear Tha World ,2014,House / Ghetto,315771,102160
2334427,Greatest Hits: The Evidence,2000,n/a,31464,66147
663428,Tekniques,2006,Hardcore Hip-Hop / Instrumental / Jazzy Hip-Hop,6136,117591
907307,Love Vibe (Remixes Vol. 3),2006,House / Tech House / Minimal,2248,252
118214,Diabolus,1999,Future Jazz / Downtempo,109,5094
9011848,Silver Blaze,2016,Electro House / Deep House / Downtempo,447609,3389726
7675578,Frontin' (Live Lounge Unreleased Extended Version) / Umi Says (Unreleased Promo),2004,Downtempo,1818,194401
3874932,Jevne@Home,2001,House / Techno / Tech House,442771,259713
10298169,Galvanized EP,2017,Techno,58500,1631125
224166,Voices In Los Angeles (Remix),2000,House / Latin / Deep House,29491,67846
721682,Seatown Funk,1995,Conscious,25319,86738
3648894,Freedom 2K,2012,House / Deep House,232335,1864661
3420394,100% Pure Thug Tour,2006,Thug Rap,31830,113468
298283,Apollo Funk,2002,Breaks / Electro / Deep House,4909,70546
4140029,Diamonds R 4Ever,2003,n/a,143748,1389863
9579843,Absolutely Real,2017,House / Funk,980370,3125725
7083354,Not Going Back,2015,Tech House / House,852915,4437946
10569702,Sexual Healing / The Groove,n/a,Smooth Jazz / Latin Jazz / Downtempo / Soul / Disco,1866,18984
7356103,Rhythm & Hymns,2007,Pop Rap,183068,367734
3754110,Dig,1955,n/a,33660,395878
5702776,Dreamin' About Tomorrow (The Revolution Mixes),2006,House / Deep House,56661,146847
8142256,DJ Kicks,2016,Soul / Downtempo / House / Deep House,29377,1094
1044386,Carnivore,2006,Instrumental / Breakbeat / DJ Battle Tool / Cut-up/DJ,70582,451213
4899373,Rap Live 99' / Creepers,1999,n/a,93215,1315522
356240,Playground Vol. 6,2003,Electro / Future Jazz,2223,717
98970,Rare On A 12,n/a,Breakbeat,9126,78875
967387,The Blues And The Abstract Truth,1995,Post Bop / Modal,26557,10095
3667165,Lucifer,2012,Lo-Fi / Dub / Experimental,131596,1128524
424947,Mayor / 7XL,1999,n/a,1216,31777
84882,Portishead,1997,Downtempo / Trip Hop,864,2774
6376336,14-Nov,2014,Industrial / Techno,305246,2480495
183510,The Hits 1,1993,Synth-pop / Funk,1000,28795
183512,The Hits 2,1993,Minneapolis Sound / Funk / Synth-pop / Pop Rap,5115,28795
2235253,Nas & Ill Will Records Presents Queensbridge The Album,2000,Thug Rap,1866,168176
1094842,The Introduction,1999,n/a,26762,471634
9327430,Dream On Baby (Ron Trent Remixes),2000,Deep House,49362,53441
233367,Nature / Nurture EP,1999,Hardcore / Breakcore / Experimental,14161,174132
8268745,Whorl,2014,Experimental,1873,164098
6190056,Handshake,2014,Tech House,647498,4049371
11428331,All Star Dirt Style Battle Rebels (25th Anniversary),2017,Instrumental / DJ Battle Tool,5648,176667
9356888,Sweet Sue,2016,House / Deep House,1452002,4576414
3022783,As If We Existed,2006,Conscious,1873,393838
9838924,RAAR005,2017,Techno / Electro,924154,6469
458776,Untitled,2005,Drum n Bass,23807,680397
6410791,BOT: The Album,1992,Garage Rock / Hard Rock / Punk,34271,371873
4304666,In Due Time,2004,Alternative Rock / Grunge,33548,1214255
10203920,Convenience Trap,2017,Techno,1465,1114
6733199,Swirl It Up,2007,House / Deep House,1430,3361
10297146,No Memory,2017,Experimental / Breakbeat,22912,3742417
5046901,Spiral,2013,House / Disco,339359,132082
95541,Life Of Destructor,1994,Hardcore / Gabber,1541,28378
6345208,Parallel You,1999,Alternative Rock / Indie Rock,105639,4971481
5405864,A Chicago Jazz Tour,1997,Big Band / Contemporary Jazz,470197,194
7517936,A Simply Folk Sampler,1982,n/a,901918,194
1928867,Apollo - Past > Present > Future,2009,Downtempo / Ambient,683,194
2479538,Are You Ready?,2010,Funk / Disco,139884,194
8482494,CMJ Presents Digital Dope: Beatbox CD Volume 1,1989,Hip Hop / Hip-House / Electro,41310,194
3874226,Futurehouse Six Year Anniversary,2002,House / Tribal House / Deep House,442732,194
37187,Hi-Fidelity Dub Sessions - Volume Three,2001,Dub,95,194
6767842,Kant Stop Records - Signature Edition,2005,n/a,816402,194
8450641,Lovers Rock No. 10,2016,House / Techno / Electro / Ambient,138670,194
5910116,Murder Tunes Volume 2,n/a,Hip Hop / Ragga HipHop / Dancehall,716573,194
2264180,Nothing Cool About Us...,1995,Hardcore,193842,194
4298730,Paint The Town Blue,2000,Turntablism / Conscious,20904,194
839332,Rising Son: The Legend Of Skateboarder Christian Hosoi: Music Inspired By The Film,2006,Alternative Rock / Punk,35353,194
4502796,Turntablist Extravaganza: DJ Competition World Final 2000 Tokyo Vol.1,2000,Cut-up/DJ,470631,194
7719034,Dissipate/SMS,2015,Techno,454535,2486477
6759020,Vital Hiatus,2010,Funk Metal / Hard Rock,815361,4294755
12536,Wamdue Works,1996,House / Deep House / Techno,29377,107
1762442,This DJ,1994,Gangsta,19812,39837
2722077,Based On A True Story,2000,Hardcore Hip-Hop,3256,180531
5866842,Animal Ambition (An Untamed Desire To Win)  ,2014,n/a,59307,79578
239455,In Dub Technic Vol. 3,1999,Breakbeat / Dub / Experimental,20225,23985
4679349,"I Am, Is The Way",1993,House,131420,113
98169,"New School ""Funky Tribe"" Mixes",2000,Breakbeat / Downtempo,432,3268
2361668,Shade Of Blue,2003,Downtempo / House,2223,127749
8286620,The Butterfly,2016,House,399283,1208399
