51870418,3372117
313797590,2296814
411620463,1437684
687968762,125655
687968739,6095128
687968792,1541253
687968795,797
687968732,70740
687968751,9743040
687968752,9907434
687968806,804232
687968776,8104979
687968809,142955
687968811,55391
687968779,421098
687968817,450689
687968746,404276
687968736,53750
687968724,3303546
687968725,3514530
687968750,9594041
687968785,11403471
687968956,24339
687968864,1311603
687968998,645496
687968952,267235
687968901,529030
687968937,177209
687968923,133606
687968892,81400
687969058,10907935
687969042,4956806
687969029,184050
687969053,7302194
687969139,20559
687969131,9912952
687969142,126338
687969114,9240135
687969144,20560
687969077,500261
687969158,11094458
687969233,6725435
687969246,193840
687969289,20558
687969215,5062964
687969297,6468911
687969217,3539967
687969311,10163856
687969315,931888
687969238,10624249
687969344,6599130
687969436,9903221
687969400,8678345
687969461,8896240
687969468,5029988
687969469,934723
687969374,7320681
687969641,8626682
687969612,8915089
687969615,3990116
687969527,5743887
687969588,9905253
687969574,8102786
687969595,9690
687969650,372834
687969798,1392775
687969802,1223551
687969666,10337420
687969730,10664718
687969669,186113
687969779,5053965
687969808,44209
687969815,7578120
687969734,2140
687969735,2256
687969683,4753376
687969744,3616
687969746,1451897
687969691,3622045
687969933,6249696
687969940,1034160
687969953,6093647
687969954,195957
687969843,607899
687969881,7600100
687969890,2790470
687969897,5498322
687970014,6653273
687969905,620929
687969912,4620259
687969986,1025924
687970169,2630891
687970170,3076256
687970189,1360251
687970191,21188
687970027,70309
687970053,20873
687970055,3637312
687970201,403048
687970087,151660
687970136,2768113
687970355,2680311
687970278,17545
687970292,2463302
687970210,5991338
687970229,7324
687970457,12359
687970406,789502
687970443,478461
687970535,5317641
687970450,2896
687970700,3429488
687970706,57258
687970708,14790
687970583,11003
687970591,158290
687970720,348009
687970642,3474495
687970594,20197
687970725,8778208
687970598,99252
687970599,6677809
687970651,48694
687970657,1057242
687970658,2007439
687970665,547167
687970795,4678593
687970925,7691670
687970780,4967636
687970884,160084
687970896,361059
687971018,1131177
687970978,120194
687970932,34495
687970984,363466
687970956,1552174
687970995,1005534
687970972,3660940
687971238,4766
687971161,4989594
687971279,7377
687971175,1019
687971112,3906
687971206,205550
687971157,9157358
687971342,4070865
687971369,47426
687971401,557677
687971405,3749707
687971408,9187889
687971425,2078589
687971438,201918
687971482,1643849
687971529,3230257
687971562,334855
687971773,5704
687971803,251723
687971671,37292
687971672,25261
687971663,229390
687971717,3723996
687971811,532230
687971750,139564
687971751,123443
687971682,847589
687971992,146679
687971919,96130
687971931,85053
687971835,4959
687971852,33992
687971974,27360
687971858,279362
687971871,24660
687971874,925342
687972031,34903
687972041,507438
687972056,1296715
687972223,610849
687972311,341261
687972265,2504365
687972447,1595265
687972448,312753
687972461,334628
687972467,38670
687972384,683167
687972642,6889
687972556,564467
687972527,31459
687972512,129657
687972745,208686
687972776,2361814
687972786,41660
687972680,52203
687972697,3010032
687972705,1337449
687972846,6893
687972826,45610
687972929,32945
687973071,138605
687973077,38334
687973029,90977
687973034,513938
687973070,2719454
687973144,307080
687973284,153063
687973228,1261795
687973170,237669
687973484,125177
687973485,65897
687973405,137910
687973420,572174
687973462,33291
687973352,577111
687973371,114611
687973353,88166
687973621,424799
687973636,179881
687973494,76691
687973644,264870
687973537,197545
687973584,113131
687973565,332711
687973758,1414741
687973773,6950
687973708,767112
687973746,10322686
687973835,23688
687973932,729983
687973983,537096
687974000,46917
687974058,94915
687974160,11578500
687974027,60687
687974184,5057394
687974112,337505
687974173,10610560
687974090,523170
687974269,1437692
687974268,7014641
687974284,10615164
687974245,1852178
687974334,657209
687974226,11650157
687974287,10481394
687974349,10817696
687974299,9474903
687974324,8540683
687974442,11905242
687974399,3590188
687974407,7221286
687974403,8556669
687974453,9904121
687974459,11627741
687974467,652051
687974439,11926270
687974448,9505509
687974431,7435975
687974381,11641947
687974402,11537053
687974380,9236461
688127564,8925825
688756916,33149
688757103,8720448
688757179,5629296
690145361,11040322
690177910,88989
690914757,863410
690915965,3980024
690919295,938839
692328572,9240135
693778686,353089
693786983,38263
693787691,1495186
693790908,1497231
693791590,80128
698099312,104498
701115158,11636825
703525553,2041446
703953212,11636825
687968730,2507363
687968768,242346
687968691,10193908
687968731,246295
687968797,17848
687968799,84029
687968703,175080
687968711,10714055
687968704,112580
687968807,226742
687968808,4124373
687968685,7571450
687968781,330827
687968706,6633122
687968708,4777872
687968737,114752
687968741,72719
687968989,13850
687968971,177149
687968879,59663
687968930,10607972
687968966,670329
687968881,767031
687968959,1190944
687968753,11079617
687968985,398542
687968900,104045
687968745,4581026
687968918,60831
687968902,397420
687968978,110232
687968981,230332
687968912,1193898
687968749,9810844
687968968,27276
687968854,11259577
687968845,363349
687968945,383803
687968926,225817
687968834,1427453
687968761,5294850
687968982,24215
687968838,3843755
687968841,3060628
687968983,3677681
687968853,32203
687968910,180271
687968929,4846937
687968941,1871958
687969169,2462386
687969050,1441487
687969094,7982888
687969090,97937
687969135,10040162
687969160,2550942
687969148,7127575
687968858,11428294
687969129,10714119
687969026,854696
687969108,9600402
687969019,664768
687969130,9979858
687969037,4473454
687969076,2496253
687969080,4837141
687969168,7052003
687969038,187187
687969126,9472337
687969044,4555522
687969141,10350444
687969091,214403
687969020,531614
687968950,11428331
687969078,481517
687969134,10128598
687969165,165682
687968861,3508333
687969059,25564
687969206,1649704
687969192,5598911
687969245,1855
687969284,11022417
687969285,130774
687969248,691028
687969198,10775213
687969301,6704257
687969236,267077
687969057,11185912
687969199,10651614
687969254,48487
687969255,8100026
687969272,2179022
687969308,244602
687969156,10580285
687969220,6420266
687969157,9468663
687969259,5234789
687969262,438383
687969241,5409212
687969210,10624123
687969226,27810
687969265,2054277
687969489,916124
687969478,81331
687969428,978685
687969602,6175313
687969342,9833951
687969343,614700
687969429,7628532
687969345,4883458
687969498,6277613
687969606,1226460
687969349,132316
687969432,8594840
687969352,4180400
687969355,6625744
687969445,6099840
687969360,9499229
687969449,779785
687969361,9969209
687969363,2375418
687969364,10318230
687969365,2807275
687969455,13604
687969457,7320738
687969370,8194137
687969460,4207276
687969471,65589
687969472,8085710
687969473,155858
687969415,4587378
687969329,298381
687969476,1308576
687969373,8287808
687969477,6079480
687969636,5468479
687969823,928799
687969638,29964
687969824,1847150
687969640,10435269
687969825,514820
687969586,9952597
687969829,6188180
687969518,3874632
687969511,457840
687969562,98368
687969563,240590
687969590,10085779
687969592,10123626
687969577,565981
687969630,5698875
687969580,1784325
687969719,1793476
687969657,4467538
687969772,766540
687969661,4840211
687969804,3042278
687969709,597222
687969670,1636499
687969806,163086
687969673,10023782
687969809,6071432
687969712,248300
687969689,4484335
687969692,10326348
687969784,34136
687969762,1116416
687969700,455526
687969716,31316
687969831,1134899
687969944,5680623
687969951,7052198
687970002,35019
687969839,245112
687969958,140111
687969847,781388
687969865,7660480
687969850,33728
687969852,18953
687969882,2588203
687969887,470016
687970146,367429
687969895,109477
687969896,19303
687970018,19651
687970020,7326478
687969984,8730131
687969988,307244
687969914,412655
687969992,1236096
687969995,8268340
687970179,145118
687970046,3874671
687970185,7264186
687970050,484565
687970051,25212
687970056,1549663
687970060,6324011
687970065,184933
687970153,332098
687970078,1082137
687970084,34343
687970159,121033
687970096,257139
687970161,2770124
687970131,32436
687970133,80401
687970249,496850
687970264,576634
687970271,510642
687970323,55312
687970280,397863
687970325,1352122
687970338,5743842
687970342,2233176
687970299,5394
687970211,1438567
687970367,236163
687970222,3544862
687970223,9299577
687970236,591254
687970345,5580782
